sentence_id,per_language_id,raw_text,has_english,jieba_seg,spacy_seg,stanza_seg,jieba_spacy_agree,jieba_stanza_agree,spacy_stanza_agree,all_agree,jieba_parsed,jieba_readings,jieba_time_s,jieba_ram_kb,jieba_edges,spacy_parsed,spacy_readings,spacy_time_s,spacy_ram_kb,spacy_edges,stanza_parsed,stanza_readings,stanza_time_s,stanza_ram_kb,stanza_edges,jieba_ace_input,spacy_ace_input,stanza_ace_input
2301,337,不少明星、公众人物也纷纷出面声援受害者。,False,不少 明星 、 公众 人物 也 纷纷 出面 声援 受害者 。,不少 明星 、 公众 人物 也 纷纷 出面 声援 受害者 。,不少 明星 、 公众 人物 也 纷纷 出面 声援 受害 者 。,True,False,False,False,False,0,0.04978,8113,1295,False,0,0.04978,8113,1295,False,0,0.04142,8498,1378,不少 明星 、 公众 人物 也 纷纷 出面 声援 受害者 。,不少 明星 、 公众 人物 也 纷纷 出面 声援 受害者 。,不少 明星 、 公众 人物 也 纷纷 出面 声援 受害 者 。
18242,1453,五分钟后。,False,五分钟 后 。,五 分钟 后 。,五 分钟 后 。,False,False,True,False,False,0,0.00963,948,204,True,1,0.06691,10934,1208,True,1,0.06691,10934,1208,五分钟 后 。,五 分钟 后 。,五 分钟 后 。
9658,866,Sunak 将继续担任议员并暂时领导保守党，直到选出继任者。,True,Sunak   将 继续 担任 议员 并 暂时 领导 保守党 ， 直到 选出 继任者 。,Sunak 将 继续 担任 议员 并 暂时 领导 保守党 ， 直到 选出 继任者 。,Sunak 将 继续 担任 议员 并 暂时 领导 保守 党 ， 直到 选出 继任 者 。,False,False,False,False,False,0,0.15441,33333,3822,False,0,0.1735,33333,3822,False,0,0.16184,39306,4534,Sunak   将 继续 担任 议员 并 暂时 领导 保守党 ， 直到 选出 继任者 。,Sunak 将 继续 担任 议员 并 暂时 领导 保守党 ， 直到 选出 继任者 。,Sunak 将 继续 担任 议员 并 暂时 领导 保守 党 ， 直到 选出 继任 者 。
11707,1027,澳大利亚科学家发现，在冲浪板底部安装 LED 灯可能可以防止大白鲨的攻击。,True,澳大利亚 科学家 发现 ， 在 冲浪板 底部 安装   LED   灯 可能 可以 防止 大白鲨 的 攻击 。,澳大利亚 科学家 发现 ， 在 冲浪板 底部 安装 LED 灯 可能 可以 防止 大白鲨 的 攻击 。,澳大利亚 科学 家 发现 ， 在 冲浪板 底部 安装 LED 灯 可能 可以 防止 大 白鲨 的 攻击 。,False,False,False,False,True,1,0.66704,123439,12146,True,1,0.67026,123439,12146,True,1,3.38449,563272,27508,澳大利亚 科学家 发现 ， 在 冲浪板 底部 安装   LED   灯 可能 可以 防止 大白鲨 的 攻击 。,澳大利亚 科学家 发现 ， 在 冲浪板 底部 安装 LED 灯 可能 可以 防止 大白鲨 的 攻击 。,澳大利亚 科学 家 发现 ， 在 冲浪板 底部 安装 LED 灯 可能 可以 防止 大 白鲨 的 攻击 。
19557,1489,超声波是一种人的耳朵听不到的、高 频率的声音。,False,超声波 是 一种 人 的 耳朵 听 不到 的 、 高   频率 的 声音 。,超声波 是 一 种 人 的 耳朵 听 不 到 的 、 高 频率 的 声音 。,超 声波 是 一 种 人 的 耳朵 听 不 到 的 、 高 频率 的 声音 。,False,False,False,False,True,1,1.85583,332484,25615,True,1,1.10204,185547,16062,True,1,1.17268,207602,17818,超声波 是 一种 人 的 耳朵 听 不到 的 、 高   频率 的 声音 。,超声波 是 一 种 人 的 耳朵 听 不 到 的 、 高 频率 的 声音 。,超 声波 是 一 种 人 的 耳朵 听 不 到 的 、 高 频率 的 声音 。
6269,646,据称，Trump 曾与 其律师讨论了向政府官员撒谎的可能性，并采取措施私自隐藏和防止机密文件被发现。,True,据称 ， Trump   曾 与   其 律师 讨论 了 向 政府 官员 撒谎 的 可能性 ， 并 采取措施 私自 隐藏 和 防止 机密文件 被 发现 。,据称 ， Trump 曾 与 其 律师 讨论 了 向 政府 官员 撒谎 的 可能性 ， 并 采取 措施 私自 隐藏 和 防止 机密 文件 被 发现 。,据称 ， Trump 曾 与 其 律师 讨论 了 向 政府 官员 撒谎 的 可能 性 ， 并 采取 措施 私自 隐藏 和 防止 机密 文件 被 发现 。,False,False,False,False,False,0,1.469,220729,22935,False,0,2.10891,288772,29654,False,0,2.54667,353668,35325,据称 ， Trump   曾 与   其 律师 讨论 了 向 政府 官员 撒谎 的 可能性 ， 并 采取措施 私自 隐藏 和 防止 机密文件 被 发现 。,据称 ， Trump 曾 与 其 律师 讨论 了 向 政府 官员 撒谎 的 可能性 ， 并 采取 措施 私自 隐藏 和 防止 机密 文件 被 发现 。,据称 ， Trump 曾 与 其 律师 讨论 了 向 政府 官员 撒谎 的 可能 性 ， 并 采取 措施 私自 隐藏 和 防止 机密 文件 被 发现 。
1979,212,他为世界上所有的孩子准备了礼物，包括 Amy。,True,他 为 世界 上 所有 的 孩子 准备 了 礼物 ， 包括   Amy 。,他 为 世界 上 所有 的 孩子 准备 了 礼物 ， 包括 Amy 。,他 为 世界 上 所有 的 孩子 准备 了 礼物 ， 包括 Amy 。,False,False,True,False,True,1,0.5626,90011,9304,True,1,0.48428,90011,9304,True,1,0.48428,90011,9304,他 为 世界 上 所有 的 孩子 准备 了 礼物 ， 包括   Amy 。,他 为 世界 上 所有 的 孩子 准备 了 礼物 ， 包括 Amy 。,他 为 世界 上 所有 的 孩子 准备 了 礼物 ， 包括 Amy 。
816,208,尽管 Manchin 发表了声明，但包括 Sanders 和众议员 Adriano Espaillat（D-NY）在内的一些立法者周日表示，该法案应在明年 1 月份进行表决。,True,尽管   Manchin   发表 了 声明 ， 但 包括   Sanders   和 众议员   Adriano   Espaillat （ D - NY ） 在内 的 一些 立法者 周日 表示 ， 该 法案 应 在 明年   1   月份 进行 表决 。,尽管 Manchin 发表 了 声明 ， 但 包括 Sanders 和 众议员 Adrian o Espaillat （ D - NY ） 在内 的 一些 立法者 周日 表示 ， 该 法案 应 在 明年 1 月份 进行 表决 。,尽管 Manchin 发表 了 声明 ， 但 包括 Sanders 和众 议员 Adriano Espaillat （ D-NY ） 在内 的 一些 立法 者 周日 表示 ， 该 法案 应 在 明年 1 月份 进行 表决 。,False,False,False,False,False,0,0.57456,98168,11148,False,0,0.52374,106659,11981,False,0,0.0,0,0,尽管   Manchin   发表 了 声明 ， 但 包括   Sanders   和 众议员   Adriano   Espaillat （ D - NY ） 在内 的 一些 立法者 周日 表示 ， 该 法案 应 在 明年   1   月份 进行 表决 。,尽管 Manchin 发表 了 声明 ， 但 包括 Sanders 和 众议员 Adrian o Espaillat （ D - NY ） 在内 的 一些 立法者 周日 表示 ， 该 法案 应 在 明年 1 月份 进行 表决 。,尽管 Manchin 发表 了 声明 ， 但 包括 Sanders 和众 议员 Adriano Espaillat （ D-NY ） 在内 的 一些 立法 者 周日 表示 ， 该 法案 应 在 明年 1 月份 进行 表决 。
7497,730,在本季首播中，Rick 和他的团队帮助了一位伤心欲绝的朋友解决毒瘾问题。,True,在 本季 首播 中 ， Rick   和 他 的 团队 帮助 了 一位 伤心欲绝 的 朋友 解决 毒瘾 问题 。,在 本 季 首播 中 ， Rick 和 他 的 团队 帮助 了 一 位 伤心欲绝 的 朋友 解决 毒瘾 问题 。,在 本季 首播 中 ， Rick 和他 的 团队 帮助 了 一 位 伤心 欲绝 的 朋友 解决 毒瘾 问题 。,False,False,False,False,False,0,0.0,0,0,True,1,7.55253,767424,53206,False,0,0.0,0,0,在 本季 首播 中 ， Rick   和 他 的 团队 帮助 了 一位 伤心欲绝 的 朋友 解决 毒瘾 问题 。,在 本 季 首播 中 ， Rick 和 他 的 团队 帮助 了 一 位 伤心欲绝 的 朋友 解决 毒瘾 问题 。,在 本季 首播 中 ， Rick 和他 的 团队 帮助 了 一 位 伤心 欲绝 的 朋友 解决 毒瘾 问题 。
9549,858,蓝光波长短，更容易被散射，所以天空看起来是蓝色的。,False,蓝光 波长 短 ， 更 容易 被 散射 ， 所以 天空 看起来 是 蓝色 的 。,蓝光 波长 短 ， 更 容易 被 散射 ， 所以 天空 看起来 是 蓝色 的 。,蓝光 波长 短 ， 更 容易 被 散射 ， 所以 天空 看 起来 是 蓝色 的 。,True,False,False,False,False,0,0.11793,21559,2865,False,0,0.11793,21559,2865,False,0,0.2997,64295,7195,蓝光 波长 短 ， 更 容易 被 散射 ， 所以 天空 看起来 是 蓝色 的 。,蓝光 波长 短 ， 更 容易 被 散射 ， 所以 天空 看起来 是 蓝色 的 。,蓝光 波长 短 ， 更 容易 被 散射 ， 所以 天空 看 起来 是 蓝色 的 。
2343,341,另外，针对 2022 年美国经济增长的预期做出了大幅下调，预计 GDP 的增长从 3 月份的 2.8 % 下降至 1.7 %。,True,另外 ， 针对   2022   年 美国 经济 增长 的 预期 做出 了 大幅 下调 ， 预计   GDP   的 增长 从   3   月份 的   2.8   %   下降 至   1.7   % 。,另外 ， 针对 2022 年 美国 经济 增长 的 预期 做出 了 大幅 下调 ， 预计 GDP 的 增长 从 3 月份 的 2.8 % 下降 至 1.7 % 。,另外 ， 针对 2022 年 美国 经济 增长 的 预期 做出 了 大幅 下调 ， 预计 GDP 的 增长 从 3 月份 的 2.8 % 下降 至 1.7 % 。,False,False,True,False,False,0,1.0376,174650,17975,False,0,0.86544,174649,17975,False,0,0.86544,174649,17975,另外 ， 针对   2022   年 美国 经济 增长 的 预期 做出 了 大幅 下调 ， 预计   GDP   的 增长 从   3   月份 的   2.8   %   下降 至   1.7   % 。,另外 ， 针对 2022 年 美国 经济 增长 的 预期 做出 了 大幅 下调 ， 预计 GDP 的 增长 从 3 月份 的 2.8 % 下降 至 1.7 % 。,另外 ， 针对 2022 年 美国 经济 增长 的 预期 做出 了 大幅 下调 ， 预计 GDP 的 增长 从 3 月份 的 2.8 % 下降 至 1.7 % 。
7654,741,拜登对习近平的到访表示热烈欢迎，强调美中关系是全球最重要的关系之一，承诺美国不寻求新冷战、不改变中国体制、不 通过强化同盟反对中国、不 支持“台独”。,False,拜登 对 习近平 的 到访 表示 热烈欢迎 ， 强调 美中关系 是 全球 最 重要 的 关系 之一 ， 承诺 美国 不 寻求 新 冷战 、 不 改变 中国 体制 、 不   通过 强化 同盟 反对 中国 、 不   支持 “ 台独 ” 。,拜登 对习 近平 的 到访 表示 热烈 欢迎 ， 强调 美 中 关系 是 全球 最 重要 的 关系 之一 ， 承诺 美国 不 寻求 新 冷战 、 不 改变 中国 体制 、 不 通过 强化 同盟 反对 中国 、 不 支持 “ 台独 ” 。,拜登 对习 近平 的 到访 表示 热烈 欢迎 ， 强调 美中 关系 是 全球 最 重要 的 关系 之 一 ， 承诺 美国 不 寻求 新 冷战 、 不 改变 中国 体制 、 不 通过 强化 同盟 反对 中国 、 不 支持 “ 台独 ” 。,False,False,False,False,False,-1,10,0,0,False,0,0.0,0,0,False,0,0.0,0,0,拜登 对 习近平 的 到访 表示 热烈欢迎 ， 强调 美中关系 是 全球 最 重要 的 关系 之一 ， 承诺 美国 不 寻求 新 冷战 、 不 改变 中国 体制 、 不   通过 强化 同盟 反对 中国 、 不   支持 “ 台独 ” 。,拜登 对习 近平 的 到访 表示 热烈 欢迎 ， 强调 美 中 关系 是 全球 最 重要 的 关系 之一 ， 承诺 美国 不 寻求 新 冷战 、 不 改变 中国 体制 、 不 通过 强化 同盟 反对 中国 、 不 支持 “ 台独 ” 。,拜登 对习 近平 的 到访 表示 热烈 欢迎 ， 强调 美中 关系 是 全球 最 重要 的 关系 之 一 ， 承诺 美国 不 寻求 新 冷战 、 不 改变 中国 体制 、 不 通过 强化 同盟 反对 中国 、 不 支持 “ 台独 ” 。
3105,419,有许多皮肤上产生的化学 物质，包括某些酸，与吸引蚊子的气味相关。,False,有 许多 皮肤 上 产生 的 化学   物质 ， 包括 某些 酸 ， 与 吸引 蚊子 的 气味 相关 。,有 许多 皮肤 上 产生 的 化学 物质 ， 包括 某些 酸 ， 与 吸引 蚊子 的 气味 相关 。,有 许多 皮肤 上 产生 的 化学 物质 ， 包括 某些 酸 ， 与 吸引 蚊子 的 气味 相关 。,False,False,True,False,False,-1,10,0,0,False,-1,10,0,0,False,-1,10,0,0,有 许多 皮肤 上 产生 的 化学   物质 ， 包括 某些 酸 ， 与 吸引 蚊子 的 气味 相关 。,有 许多 皮肤 上 产生 的 化学 物质 ， 包括 某些 酸 ， 与 吸引 蚊子 的 气味 相关 。,有 许多 皮肤 上 产生 的 化学 物质 ， 包括 某些 酸 ， 与 吸引 蚊子 的 气味 相关 。
12273,1072,Isak Andic，71 岁，全球时尚品牌 Mango 的创始人，于 2024 年 12 月 14 日在西班牙巴塞罗那附近登山时遭遇意外不幸去世。,True,Isak   Andic ， 71   岁 ， 全球 时尚品牌   Mango   的 创始人 ， 于   2024   年   12   月   14   日 在 西班牙 巴塞罗那 附近 登山 时 遭遇 意外 不幸 去世 。,I sak Andic ， 71 岁 ， 全球 时尚 品牌 Mango 的 创始人 ， 于 2024 年 12 月 14 日 在 西班牙 巴塞罗那 附近 登山 时 遭遇 意外 不幸 去世 。,Isak Andic ， 71 岁 ， 全球 时尚 品牌 Mango 的 创始 人 ， 于 2024 年 12 月 14 日 在 西班牙 巴塞罗那 附近 登山 时 遭遇 意外 不幸 去世 。,False,False,False,False,False,-1,10,0,0,False,-1,10,0,0,False,-1,10,0,0,Isak   Andic ， 71   岁 ， 全球 时尚品牌   Mango   的 创始人 ， 于   2024   年   12   月   14   日 在 西班牙 巴塞罗那 附近 登山 时 遭遇 意外 不幸 去世 。,I sak Andic ， 71 岁 ， 全球 时尚 品牌 Mango 的 创始人 ， 于 2024 年 12 月 14 日 在 西班牙 巴塞罗那 附近 登山 时 遭遇 意外 不幸 去世 。,Isak Andic ， 71 岁 ， 全球 时尚 品牌 Mango 的 创始 人 ， 于 2024 年 12 月 14 日 在 西班牙 巴塞罗那 附近 登山 时 遭遇 意外 不幸 去世 。
9160,830,William A. Anders 少校是前宇航员，曾在 1968 年的阿波罗 8 号任务中绕月球飞行，并拍摄了著名的“地球升起”照片。,True,William   A .   Anders   少校 是 前 宇航员 ， 曾 在   1968   年 的 阿波罗   8   号 任务 中绕 月球 飞行 ， 并 拍摄 了 著名 的 “ 地球 升起 ” 照片 。,William A . Anders 少校 是 前 宇航员 ， 曾 在 1968 年 的 阿波罗 8 号 任务 中 绕 月球 飞行 ， 并 拍摄 了 著名 的 “ 地球 升起 ” 照片 。,William A. Anders 少校 是 前 宇航 员 ， 曾 在 1968 年 的 阿波罗 8 号 任务 中 绕 月球 飞行 ， 并 拍摄 了 著名 的 “ 地球 升起 ” 照片 。,False,False,False,False,False,0,0.0,0,0,False,0,2.67233,376492,35291,False,0,2.84132,314772,30037,William   A .   Anders   少校 是 前 宇航员 ， 曾 在   1968   年 的 阿波罗   8   号 任务 中绕 月球 飞行 ， 并 拍摄 了 著名 的 “ 地球 升起 ” 照片 。,William A . Anders 少校 是 前 宇航员 ， 曾 在 1968 年 的 阿波罗 8 号 任务 中 绕 月球 飞行 ， 并 拍摄 了 著名 的 “ 地球 升起 ” 照片 。,William A. Anders 少校 是 前 宇航 员 ， 曾 在 1968 年 的 阿波罗 8 号 任务 中 绕 月球 飞行 ， 并 拍摄 了 著名 的 “ 地球 升起 ” 照片 。
14624,1227,全国各地及海外多米尼加侨民社区纷纷举行悼念活动，全国正陷入深深的哀痛之中，并迫切希望找到事故的真相。,False,全国 各地 及 海外 多米尼加 侨民 社区 纷纷 举行 悼念 活动 ， 全国 正 陷入 深深 的 哀痛 之中 ， 并 迫切希望 找到 事故 的 真相 。,全国 各地 及 海外 多米尼加 侨民 社区 纷纷 举行 悼念 活动 ， 全国 正 陷入 深深 的 哀痛 之中 ， 并 迫切 希望 找到 事故 的 真相 。,全国 各地 及 海外 多米尼加 侨 民 社区 纷纷 举行 悼念 活动 ， 全国 正 陷入 深深 的 哀痛 之中 ， 并 迫切 希望 找到 事故 的 真相 。,False,False,False,False,False,0,0.0,0,0,False,0,0.35647,68774,8018,False,0,0.41847,78842,8936,全国 各地 及 海外 多米尼加 侨民 社区 纷纷 举行 悼念 活动 ， 全国 正 陷入 深深 的 哀痛 之中 ， 并 迫切希望 找到 事故 的 真相 。,全国 各地 及 海外 多米尼加 侨民 社区 纷纷 举行 悼念 活动 ， 全国 正 陷入 深深 的 哀痛 之中 ， 并 迫切 希望 找到 事故 的 真相 。,全国 各地 及 海外 多米尼加 侨 民 社区 纷纷 举行 悼念 活动 ， 全国 正 陷入 深深 的 哀痛 之中 ， 并 迫切 希望 找到 事故 的 真相 。
11816,1035,此前的封锁切断了食物和水供应，导致矿内条件恶劣，志愿者不得不展开救援。,False,此前 的 封锁 切断 了 食物 和 水 供应 ， 导致 矿内 条件 恶劣 ， 志愿者 不得不 展开 救援 。,此前 的 封锁 切断 了 食物 和 水 供应 ， 导致 矿内 条件 恶劣 ， 志愿者 不得不 展开 救援 。,此前 的 封锁 切断 了 食物 和 水 供应 ， 导致 矿内 条件 恶劣 ， 志愿 者 不得 不 展开 救援 。,True,False,False,False,False,0,0.17062,34708,4321,False,0,0.17062,34708,4321,False,0,0.18382,37327,4674,此前 的 封锁 切断 了 食物 和 水 供应 ， 导致 矿内 条件 恶劣 ， 志愿者 不得不 展开 救援 。,此前 的 封锁 切断 了 食物 和 水 供应 ， 导致 矿内 条件 恶劣 ， 志愿者 不得不 展开 救援 。,此前 的 封锁 切断 了 食物 和 水 供应 ， 导致 矿内 条件 恶劣 ， 志愿 者 不得 不 展开 救援 。
5257,574,从前有一只老虎，在森林里寻找食物时轻松地抓住了一只狐狸，准备吃掉它。,False,从前 有 一只 老虎 ， 在 森林 里 寻找 食物 时 轻松 地 抓住 了 一只 狐狸 ， 准备 吃掉 它 。,从前 有 一 只 老虎 ， 在 森林 里 寻找 食物 时 轻松 地 抓住 了 一 只 狐狸 ， 准备 吃掉 它 。,从前 有 一 只 老虎 ， 在 森林 里 寻找 食物 时 轻松 地 抓住 了 一 只 狐狸 ， 准备 吃掉 它 。,False,False,True,False,True,1,0.804,163259,16542,True,1,0.79156,163259,16542,True,1,0.79156,163259,16542,从前 有 一只 老虎 ， 在 森林 里 寻找 食物 时 轻松 地 抓住 了 一只 狐狸 ， 准备 吃掉 它 。,从前 有 一 只 老虎 ， 在 森林 里 寻找 食物 时 轻松 地 抓住 了 一 只 狐狸 ， 准备 吃掉 它 。,从前 有 一 只 老虎 ， 在 森林 里 寻找 食物 时 轻松 地 抓住 了 一 只 狐狸 ， 准备 吃掉 它 。
11981,1049,这些国家正在寻求就各国应对气候变化和应对其不利影响（例如威胁其生存的海平面上升）的法律义务提供咨询意见。,False,这些 国家 正在 寻求 就 各国 应对 气候变化 和 应对 其 不利 影响 （ 例如 威胁 其 生存 的 海平面 上升 ） 的 法律义务 提供 咨询 意见 。,这些 国家 正在 寻求 就 各国 应对 气候 变化 和 应对 其 不利 影响 （ 例如 威胁 其 生存 的 海平面 上升 ） 的 法律 义务 提供 咨询 意见 。,这些 国家 正 在 寻求 就 各国 应对 气候 变化 和 应对 其 不利 影响 （ 例如 威胁 其 生存 的 海 平面 上升 ） 的 法律 义务 提供 咨询 意见 。,False,False,False,False,False,0,0.21556,48987,6212,False,0,0.31167,76409,8711,False,0,0.44944,91918,10174,这些 国家 正在 寻求 就 各国 应对 气候变化 和 应对 其 不利 影响 （ 例如 威胁 其 生存 的 海平面 上升 ） 的 法律义务 提供 咨询 意见 。,这些 国家 正在 寻求 就 各国 应对 气候 变化 和 应对 其 不利 影响 （ 例如 威胁 其 生存 的 海平面 上升 ） 的 法律 义务 提供 咨询 意见 。,这些 国家 正 在 寻求 就 各国 应对 气候 变化 和 应对 其 不利 影响 （ 例如 威胁 其 生存 的 海 平面 上升 ） 的 法律 义务 提供 咨询 意见 。
11496,1014,尽管如此，美联储仍致力于在维持价格稳定与健康的就业市场之间取得平衡。,False,尽管如此 ， 美联储 仍 致力于 在 维持 价格 稳定 与 健康 的 就业 市场 之间 取得 平衡 。,尽管 如此 ， 美联储 仍 致力于 在 维持 价格 稳定 与 健康 的 就业 市场 之间 取得 平衡 。,尽管 如此 ， 美联 储 仍 致力 于 在 维持 价格 稳定 与 健康 的 就业 市场 之间 取得 平衡 。,False,False,False,False,False,0,1e-05,0,0,False,0,0.16551,30085,3855,False,0,0.1407,32655,4185,尽管如此 ， 美联储 仍 致力于 在 维持 价格 稳定 与 健康 的 就业 市场 之间 取得 平衡 。,尽管 如此 ， 美联储 仍 致力于 在 维持 价格 稳定 与 健康 的 就业 市场 之间 取得 平衡 。,尽管 如此 ， 美联 储 仍 致力 于 在 维持 价格 稳定 与 健康 的 就业 市场 之间 取得 平衡 。
6867,686,台风 Doksuri 袭击中国南部地区，带来大雨和强风天气。,True,台风   Doksuri   袭击 中国 南部 地区 ， 带来 大雨 和 强风 天气 。,台风 Doksuri 袭击 中国 南部 地区 ， 带来 大雨 和 强风 天气 。,台风 Doksuri 袭击 中国 南部 地区 ， 带来 大雨 和 强风 天气 。,False,False,True,False,False,0,0.08604,14666,2122,False,0,0.0568,14666,2122,False,0,0.0568,14666,2122,台风   Doksuri   袭击 中国 南部 地区 ， 带来 大雨 和 强风 天气 。,台风 Doksuri 袭击 中国 南部 地区 ， 带来 大雨 和 强风 天气 。,台风 Doksuri 袭击 中国 南部 地区 ， 带来 大雨 和 强风 天气 。
8768,810,日本央行做出这些改变是因为工资强劲增长的迹象，他们认为这将导致可持续的通胀。,False,日本央行 做出 这些 改变 是因为 工资 强劲 增长 的 迹象 ， 他们 认为 这 将 导致 可 持续 的 通胀 。,日本 央行 做出 这些 改变 是 因为 工资 强劲 增长 的 迹象 ， 他们 认为 这 将 导致 可持续 的 通胀 。,日本 央行 做出 这些 改变 是 因为 工资 强劲 增长 的 迹象 ， 他们 认为 这 将 导致 可 持续 的 通胀 。,False,False,False,False,False,0,0.0,0,0,True,1,1.15238,206772,20119,True,1,1.53294,273436,25425,日本央行 做出 这些 改变 是因为 工资 强劲 增长 的 迹象 ， 他们 认为 这 将 导致 可 持续 的 通胀 。,日本 央行 做出 这些 改变 是 因为 工资 强劲 增长 的 迹象 ， 他们 认为 这 将 导致 可持续 的 通胀 。,日本 央行 做出 这些 改变 是 因为 工资 强劲 增长 的 迹象 ， 他们 认为 这 将 导致 可 持续 的 通胀 。
2031,16,“嗨，公主！这些蔬菜你都买吗？” 小梅问道。,False,“ 嗨 ， 公主 ！ 这些 蔬菜 你 都 买 吗 ？ ”   小梅 问道 。,“ 嗨 ， 公主 ！ 这些 蔬菜 你 都 买 吗 ？ ” 小梅 问道 。,“ 嗨 ， 公主 ！ 这些 蔬菜 你 都 买 吗 ？ ” 小梅 问道 。,False,False,True,False,False,0,0.1114,13679,2139,False,0,0.04806,13679,2139,False,0,0.04806,13679,2139,“ 嗨 ， 公主 ！ 这些 蔬菜 你 都 买 吗 ？ ”   小梅 问道 。,“ 嗨 ， 公主 ！ 这些 蔬菜 你 都 买 吗 ？ ” 小梅 问道 。,“ 嗨 ， 公主 ！ 这些 蔬菜 你 都 买 吗 ？ ” 小梅 问道 。
5533,594,他爬到山顶，发现了一个美丽的花园。,False,他 爬 到 山顶 ， 发现 了 一个 美丽 的 花园 。,他 爬到 山顶 ， 发现 了 一个 美丽 的 花园 。,他 爬到 山顶 ， 发现 了 一 个 美丽 的 花园 。,False,False,False,False,True,1,0.61479,115910,11191,True,1,0.17731,42983,4630,True,1,0.19495,42996,4630,他 爬 到 山顶 ， 发现 了 一个 美丽 的 花园 。,他 爬到 山顶 ， 发现 了 一个 美丽 的 花园 。,他 爬到 山顶 ， 发现 了 一 个 美丽 的 花园 。
17144,1411,抗议者要求政府修改预算草案，不要削减福利，而是提高富人的税收。,False,抗议者 要求 政府 修改 预算 草案 ， 不要 削减 福利 ， 而是 提高 富人 的 税收 。,抗议者 要求 政府 修改 预算 草案 ， 不要 削减 福利 ， 而是 提高 富人 的 税收 。,抗议 者 要求 政府 修改 预算 草案 ， 不要 削减 福利 ， 而是 提高 富人 的 税收 。,True,False,False,False,True,1,0.69115,136367,13695,True,1,0.69115,136367,13695,True,1,0.82437,156841,15704,抗议者 要求 政府 修改 预算 草案 ， 不要 削减 福利 ， 而是 提高 富人 的 税收 。,抗议者 要求 政府 修改 预算 草案 ， 不要 削减 福利 ， 而是 提高 富人 的 税收 。,抗议 者 要求 政府 修改 预算 草案 ， 不要 削减 福利 ， 而是 提高 富人 的 税收 。
8038,766,再次让面团在温暖的地方进行二次发酵，大约需要 30-60 分钟。,False,再次 让 面团 在 温暖 的 地方 进行 二次 发酵 ， 大约 需要   30 - 60   分钟 。,再次 让 面团 在 温暖 的 地方 进行 二 次 发酵 ， 大约 需要 30 - 60 分钟 。,再次 让 面团 在 温暖 的 地方 进行 二 次 发酵 ， 大约 需要 30- 60 分钟 。,False,False,False,False,False,0,0.0,0,0,False,0,0.0,0,0,False,0,0.24953,61223,7076,再次 让 面团 在 温暖 的 地方 进行 二次 发酵 ， 大约 需要   30 - 60   分钟 。,再次 让 面团 在 温暖 的 地方 进行 二 次 发酵 ， 大约 需要 30 - 60 分钟 。,再次 让 面团 在 温暖 的 地方 进行 二 次 发酵 ， 大约 需要 30- 60 分钟 。
5275,575,国际妇女节始于 1911 年，是女性们庆祝成就、相互支持、挑战刻板印象、消除歧视的日子。,False,国际妇女节 始于   1911   年 ， 是 女性 们 庆祝 成就 、 相互支持 、 挑战 刻板 印象 、 消除 歧视 的 日子 。,国际 妇女 节始于 1911 年 ， 是 女性们 庆祝 成就 、 相互 支持 、 挑战 刻板印象 、 消除 歧视 的 日子 。,国际 妇女 节始 于 1911 年 ， 是 女性 们 庆祝 成就 、 相互 支持 、 挑战 刻板 印象 、 消除 歧视 的 日子 。,False,False,False,False,False,0,0.0,0,0,False,-1,10,0,0,False,-1,10,0,0,国际妇女节 始于   1911   年 ， 是 女性 们 庆祝 成就 、 相互支持 、 挑战 刻板 印象 、 消除 歧视 的 日子 。,国际 妇女 节始于 1911 年 ， 是 女性们 庆祝 成就 、 相互 支持 、 挑战 刻板印象 、 消除 歧视 的 日子 。,国际 妇女 节始 于 1911 年 ， 是 女性 们 庆祝 成就 、 相互 支持 、 挑战 刻板 印象 、 消除 歧视 的 日子 。
14880,1249,2025 年 4 月 28 日，西班牙和葡萄牙发生大规模停电，导致 Madrid、Barcelona、Lisbon 和 Seville 等主要城市严重受影响。,True,2025   年   4   月   28   日 ， 西班牙 和 葡萄牙 发生 大规模 停电 ， 导致   Madrid 、 Barcelona 、 Lisbon   和   Seville   等 主要 城市 严重 受 影响 。,2025 年 4 月 28 日 ， 西班牙 和 葡萄牙 发生 大规模 停电 ， 导致 Madrid 、 Barcelona 、 Lisbon 和 Seville 等 主要 城市 严重 受 影响 。,2025 年 4 月 28 日 ， 西班牙 和 葡萄牙 发生 大 规模 停电 ， 导致 Madrid 、 Barcelona 、 Lisbon 和 Seville 等 主要 城市 严重 受 影响 。,False,False,False,False,False,-1,10,0,0,True,1,8.01904,841448,65111,True,1,7.15187,840434,65120,2025   年   4   月   28   日 ， 西班牙 和 葡萄牙 发生 大规模 停电 ， 导致   Madrid 、 Barcelona 、 Lisbon   和   Seville   等 主要 城市 严重 受 影响 。,2025 年 4 月 28 日 ， 西班牙 和 葡萄牙 发生 大规模 停电 ， 导致 Madrid 、 Barcelona 、 Lisbon 和 Seville 等 主要 城市 严重 受 影响 。,2025 年 4 月 28 日 ， 西班牙 和 葡萄牙 发生 大 规模 停电 ， 导致 Madrid 、 Barcelona 、 Lisbon 和 Seville 等 主要 城市 严重 受 影响 。
